data;usuario;nome;tweet;reply_user_id;reply_to_screen_name;n_retweets
2020-11-21 23:58:59;335579944;tiffanidaltro;o pix foi a melhor coisa que o banco central inventou;;;0
2020-11-21 23:58:04;179544123;AnselmoRBS2010;RT @FurnoJuliane: Na minha coluna no @ireebr trato do tema da autonomia formal/independência do BC. Ainda que não seja independência em ter…;;;14
2020-11-21 23:58:01;1041823774759374849;RepTayAway;O Ryan abre live com o título de “banco central hj” tdo dia?? Kkkkkkkkkk;;;0
2020-11-21 23:56:16;55053086;jrrosado;RT @cartamaior: O fantoche golpista Juan Guaidó foi condenado pela Justiça britânica a pagar 500 mil dólares ao Banco Central da Venezuela…;;;147
2020-11-21 23:55:45;1242964776378150913;KtiaReginaDosS5;"RT @pretozeze: Não se trata o quanto o segurança é despreparado, se foi uma ação isolada. 

Se trata da ausência de uma ação antirracista…";;;20
2020-11-21 23:54:30;957668664479756288;zyahofn;"- Assistido e maratonado One Piece 5 vezes em um dia
- Jogar por mais de 68 horas por dia
- Saber física quantica
- Saber viajar no tempo
- Ser viúvo
- Ter pelo menos 5 netos
- Ser investidor na bolsa de valores
- Ser comunista
- Ter pelo menos uma televisão de 80'";957668664479756288;zyahofn;0
2020-11-21 23:53:45;200308501;valdirborgf;RT @cartamaior: O fantoche golpista Juan Guaidó foi condenado pela Justiça britânica a pagar 500 mil dólares ao Banco Central da Venezuela…;;;147
2020-11-21 23:49:55;257215412;jrvicenteTN;RT @cartamaior: O fantoche golpista Juan Guaidó foi condenado pela Justiça britânica a pagar 500 mil dólares ao Banco Central da Venezuela…;;;147
2020-11-21 23:49:36;608539404;17anonfrog;todas as políticas contra os pobres, fizeram infinitamente tudo o que podiam para roubar sua voz, Direitos, Futuro e Oportunidade, Do Banco Central ao Votação.;608539404;17anonfrog;0
2020-11-21 23:45:22;302246622;ManuF_Martinez;RT @FurnoJuliane: Na minha coluna no @ireebr trato do tema da autonomia formal/independência do BC. Ainda que não seja independência em ter…;;;14
2020-11-21 23:44:24;1283002459825287168;soy_rnt;@loui_satur KAKAKAK N SEI NEM REAGIR, tudoh. me chama de bolsa de valores e investe em mim;838840428;loui_satur;0
