data;usuario;nome;tweet;reply_user_id;reply_to_screen_name;n_retweets
2020-11-28 23:59:32;1295081763044196352;Sunraeno;Fora a viagem na bolsa de valores que fui mas me esqueceram no banheiro do mercadão;1295081763044196352;Sunraeno;0
2020-11-28 23:57:19;1210130729419575296;Alessan68421711;"RT @ConflitoeGuerrA: Ha relatos de que o Banco Central de Paris teve alguns locais incendiados pelos manifestantes

O manifestantes são con…";;;95
2020-11-28 23:56:29;124931598;WandaWanderblit;"RT @ConflitoeGuerrA: Ha relatos de que o Banco Central de Paris teve alguns locais incendiados pelos manifestantes

O manifestantes são con…";;;95
2020-11-28 23:56:13;82223261;alexmcoe1;"RT @alexmcoe1: @AkaFigliollo O Banco Central recolhe o dinheiro no final do dia e nessa volta pro governo o valor vira empréstimo. 
Legal n…";;;2
2020-11-28 23:55:40;56109493;rmexel;"RT @ConflitoeGuerrA: Ha relatos de que o Banco Central de Paris teve alguns locais incendiados pelos manifestantes

O manifestantes são con…";;;95
2020-11-28 23:51:37;1313931184838184962;PorquinhoInves1;Tão importante quanto ingressar aos poucos na renda variável é programar a saída dela também aos poucos. Conforme sua idade avança você vai fazendo o preço médio do mercado, na entrada e na saída. Se fizer um movimento muito abrupto pode pegar um momento desfavorável a você.;;;0
2020-11-28 23:48:58;1195409813309722627;EdsonSMoura1;RT @revistaoeste: Ibovespa fecha semana acima dos 110 mil pontos. Ações da Vale e do Itaú foram as mais negociadas na bolsa de valores na s…;;;26
2020-11-28 23:47:10;1251979397470584832;uzmkchild;bbia se vc me ama de vdd deposita 200 conto p mim — eu sou o banco central agora blonde https://t.co/3V8MwBe0FH;;;0
2020-11-28 23:41:04;80309894;hhurbano;RT @Threwlys1: Em todo o país deve ter havido intensa movimentação de dinheiro e não duvido nada que Banco Central, Receita, Coaf, o escamb…;;;4
2020-11-28 23:40:29;3074081473;gibacrugel;"@ricocomvc 50K em renda variável
50K day trade";16721824;ricocomvc;0
2020-11-28 23:37:28;1287860723062906882;JADIRSANTANA1;"RT @ConflitoeGuerrA: Ha relatos de que o Banco Central de Paris teve alguns locais incendiados pelos manifestantes

O manifestantes são con…";;;95
2020-11-28 23:35:59;34629513;ZazaS_;RT @Threwlys1: Em todo o país deve ter havido intensa movimentação de dinheiro e não duvido nada que Banco Central, Receita, Coaf, o escamb…;;;4
2020-11-28 23:35:20;1048272400239009792;Threwlys1;"Em todo o país deve ter havido intensa movimentação de dinheiro e não duvido nada que Banco Central, Receita, Coaf, o escambau! NINGUÉM VIU NADA!

Já se o cidadão comum errar e cometer uma irregularidade de uns R$ 100,00 vai ter polícia federal arrebentando a porta dele. https://t.co/5Ftm6MXvqX";;;4
2020-11-28 23:34:44;916263828475740160;thamescoast;"RT @paulogala: ""o Banco Central não deve servir como experiência de trainee para jovens economistas! ou porta giratória com mercado finance…";;;36
2020-11-28 23:30:37;907315783218483200;Maurici08193140;"A igreja universal da muito dinheiro, até banco eles conseguem comprar...
Edir Macedo adquire controle do Banco Renner e pode alterar nome | Empresas | Valor Investe https://t.co/ROuv29VffO";;;0
2020-11-28 23:30:26;388616855;vera_coutinho;"RT @ConflitoeGuerrA: Ha relatos de que o Banco Central de Paris teve alguns locais incendiados pelos manifestantes

O manifestantes são con…";;;95
2020-11-28 23:28:42;82223261;alexmcoe1;"RT @alexmcoe1: @AkaFigliollo Temos que fazer uma auditoria nessa dívida e parar esse esquema do Banco Central. 
A Carta para o pedido está…";;;2
2020-11-28 23:28:34;1226177409810141185;MARTAPRUDENTE2;"RT @ConflitoeGuerrA: Ha relatos de que o Banco Central de Paris teve alguns locais incendiados pelos manifestantes

O manifestantes são con…";;;95
2020-11-28 23:27:56;1246200378183614464;RenatoN41931202;RT @revistaoeste: Ibovespa fecha semana acima dos 110 mil pontos. Ações da Vale e do Itaú foram as mais negociadas na bolsa de valores na s…;;;26
2020-11-28 23:26:03;82223261;alexmcoe1;"@AkaFigliollo Temos que fazer uma auditoria nessa dívida e parar esse esquema do Banco Central. 
A Carta para o pedido está em 
https://t.co/hk3KqqCm1S https://t.co/6krMSbdegW";1232685602719567872;AkaFigliollo;2
2020-11-28 23:25:58;879904853690007553;FanOwnedClub;RT @mantosdofutebol: 🇦🇹 A Hummel apresentou as novas camisas 2020-2021 do Pinzgau Saalfelden, time em que os torcedores podem controlar o c…;;;2
2020-11-28 23:25:15;1325224754865975296;jordanfarialima;"@jlbraga JL pior que tem gente que não faz, simplesmente larga na mão e autoriza as ordens contando com o milagre...

Mas é isso, longo prazo é um trabalho de construção onde ambas as partes tem que estar em sintonia e trabalhando por um objetivo comum, rentabilidade do cliente.";24367340;jlbraga;0
2020-11-28 23:24:25;82223261;alexmcoe1;"@AkaFigliollo O Banco Central recolhe o dinheiro no final do dia e nessa volta pro governo o valor vira empréstimo. 
Legal né! E a tal dívida pública. 
Some agora. 
1.200 trilhão +
60 bi +
1.000 trilhão = 
Dívida Pública. 
Sabe quem paga? 
O governo. Nós. O Brasil.
Ninguém para essa boiada. https://t.co/HimI8U0pDP";1232685602719567872;AkaFigliollo;2
2020-11-28 23:24:21;1156187944560091136;JooThia45145754;"RT @ConflitoeGuerrA: Ha relatos de que o Banco Central de Paris teve alguns locais incendiados pelos manifestantes

O manifestantes são con…";;;95
2020-11-28 23:23:39;730365422084706304;JJovioli1;"RT @paulogala: ""o Banco Central não deve servir como experiência de trainee para jovens economistas! ou porta giratória com mercado finance…";;;36
2020-11-28 23:20:00;786208675618619392;br_tradingview;#IBOV - Ibov em dólar. No longo Prazo seria isso mesmo?  - TradingView - https://t.co/EEuP7Xs4rv;;;0
2020-11-28 23:19:33;1322605417202130946;RoboMetatrader;RT @Gutemberggjaa: Work paper sobre o impacto da selic no ibov nos últimos 20 anos. Análise Cross section enviada para revisão. Quem tiver…;;;1
2020-11-28 23:19:14;1066837200480935938;Gutemberggjaa;"Work paper sobre o impacto da selic no ibov nos últimos 20 anos. Análise Cross section enviada para revisão. Quem tiver interesse no mercado 
financeiro e quiser o estudo completo e só mandar e-mail. 📈📉
@tradersclubbr @albuquerque_af @sergiosanita https://t.co/PUHiuJBwtx";;;1
