data;usuario;nome;tweet;reply_user_id;reply_to_screen_name
2020-10-13 23:59:12;1250883179046723604;JazidiaD;@tata472018 @ValerioCorrea2 @cappellarianton Foi isso não, o Banco Central queimou reservas internacionais, o que também acho burrice porque os juros internacionais estão baixos e as reservas faz o papel de um seguro para o Brasil. Se elas não existissem não teria tido dinheiro pro auxilio ou pro combate a pandemia;1304512385575800834;tata472018
2020-10-13 23:58:25;270696684;MartaBiotec;RT @g1: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de R$ 200 de circulação https://t.co/5FfTrHAolw #G1 http…;;
2020-10-13 23:58:18;3372769863;minimoni9495;RT @BTScene_BR: [✨] • 📰 | A K-Media diz que a BigHit irá fazer uma cerimônia para a listagem de seu IPO na Bolsa de Valores da Coréia às 8:…;;
2020-10-13 23:56:29;282068593;Efrem_Rib;RT @RenovaMidia: O Ibovespa, principal índice da bolsa de valores do #Brasil, fechou acima dos 98 mil pontos pela primeira vez desde setemb…;;
2020-10-13 23:56:24;787348999019884544;thales_gomez;RT @agoracorretora: Seja renda fixa, renda variável ou multimercado, fundos de investimento são os caminhos indicados para quem busca mais…;;
2020-10-13 23:56:09;1318443008;luizgilsonjr;RT @g1: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de R$ 200 de circulação https://t.co/5FfTrHAolw #G1 http…;;
2020-10-13 23:55:22;1112351989369896960;SouzaDel23;RT @RenovaMidia: O Ibovespa, principal índice da bolsa de valores do #Brasil, fechou acima dos 98 mil pontos pela primeira vez desde setemb…;;
2020-10-13 23:55:12;3330451359;PohGarbo;RT @g1: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de R$ 200 de circulação https://t.co/5FfTrHAolw #G1 http…;;
2020-10-13 23:53:42;3427559165;caiollaguna;"Orgulho é olhar sua carteira de Buy and Hold e ver essa rentabilidade. DY 0,63.
Orgulho maior é informar que todos esses aportes foram frutos de Day Trade! Hater chora de raiva, invejoso tapa os olhos e os fracassados ainda continuam falando que trade não funciona 😂😂 #Daytrade https://t.co/uigmMLKA4E";;
2020-10-13 23:53:23;1173636149987991558;c2_park;RT @BTScene_BR: [✨] • 📰 | A K-Media diz que a BigHit irá fazer uma cerimônia para a listagem de seu IPO na Bolsa de Valores da Coréia às 8:…;;
2020-10-13 23:53:06;55932251;PuriiHydetinha;RT @g1: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de R$ 200 de circulação https://t.co/5FfTrHAolw #G1 http…;;
2020-10-13 23:52:37;2488831753;flawerbang;RT @BTScene_BR: [✨] • 📰 | A K-Media diz que a BigHit irá fazer uma cerimônia para a listagem de seu IPO na Bolsa de Valores da Coréia às 8:…;;
2020-10-13 23:52:24;781266981211242496;biihmodric;RT @g1: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de R$ 200 de circulação https://t.co/5FfTrHAolw #G1 http…;;
2020-10-13 23:50:15;184145247;lukastakahashi;"RT @qrcapital: Apple anuncia que venderá iPhones sem carregadores para reduzir emissão de carbono.

A Apple:

- Fatura $12 bi com vendas de…";;
2020-10-13 23:49:39;262389563;CassioNino;RT @g1: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de R$ 200 de circulação https://t.co/5FfTrHAolw #G1 http…;;
2020-10-13 23:49:18;1155494413205983232;Bethlucida;Nota de R$ 200: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de circulação | Distrito Federal | G1 https://t.co/92jLZtMRQx;;
2020-10-13 23:49:08;48992982;marcosportela;RT @g1: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de R$ 200 de circulação https://t.co/5FfTrHAolw #G1 http…;;
2020-10-13 23:48:43;1099446706054270976;PauloLo45418580;"RT @qrcapital: Apple anuncia que venderá iPhones sem carregadores para reduzir emissão de carbono.

A Apple:

- Fatura $12 bi com vendas de…";;
2020-10-13 23:48:20;2553612105;MatheusKokoty;"RT @victorcamejo: Defensoria pública pediu a suspensão da circulação da nota de 200 reais por não ter acessibilidade a cegos. 

E isso você…";;
2020-10-13 23:48:06;1148771874668765191;ricardo94556424;RT @fabrunhoza: Qual a RELAÇÃO da BOLSA DE VALORES com a TAXA SELIC? (3 Principais motiv... https://t.co/OUugJW0FgC via @YouTube;;
2020-10-13 23:47:55;52180391;Belasein;RT @RenovaMidia: O Ibovespa, principal índice da bolsa de valores do #Brasil, fechou acima dos 98 mil pontos pela primeira vez desde setemb…;;
2020-10-13 23:47:51;1246954819820163072;_Singularityxs;RT @BTScene_BR: [✨] • 📰 | A K-Media diz que a BigHit irá fazer uma cerimônia para a listagem de seu IPO na Bolsa de Valores da Coréia às 8:…;;
2020-10-13 23:47:39;632429702;AgilecioPereira;RT @ANAFENACIONAL: Procurador do Banco Central associado lança livro sobre sustentabilidade na Administração Pública: https://t.co/IlSBvRHw…;;
2020-10-13 23:47:15;1148771874668765191;ricardo94556424;Qual a RELAÇÃO da BOLSA DE VALORES com a TAXA SELIC? (3 Principais motiv... https://t.co/Bd5b7yOrHw via @YouTube;;
2020-10-13 23:46:44;1130234206771138566;Alice38978168;RT @RenovaMidia: O Ibovespa, principal índice da bolsa de valores do #Brasil, fechou acima dos 98 mil pontos pela primeira vez desde setemb…;;
2020-10-13 23:46:42;3182984963;silvasp_silva;RT @RenovaMidia: O Ibovespa, principal índice da bolsa de valores do #Brasil, fechou acima dos 98 mil pontos pela primeira vez desde setemb…;;
2020-10-13 23:46:27;1181740100465709056;i4jgguk;RT @gogoarmys_: A K-mídia informa que a BigHit realizará uma cerimônia para a listagem de sua oferta pública inicial na Bolsa de Valores da…;;
2020-10-13 23:46:17;1187249295868731393;yoonkityy;RT @BTScene_BR: [✨] • 📰 | A K-Media diz que a BigHit irá fazer uma cerimônia para a listagem de seu IPO na Bolsa de Valores da Coréia às 8:…;;
2020-10-13 23:46:08;1152033908088877056;adolfo_coelho;RT @RenovaMidia: O Ibovespa, principal índice da bolsa de valores do #Brasil, fechou acima dos 98 mil pontos pela primeira vez desde setemb…;;
2020-10-13 23:46:01;3094937683;omgpab;RT @g1: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de R$ 200 de circulação https://t.co/5FfTrHAolw #G1 http…;;
2020-10-13 23:45:16;1231898392869076994;MimosodoSul;RT @RenovaMidia: O Ibovespa, principal índice da bolsa de valores do #Brasil, fechou acima dos 98 mil pontos pela primeira vez desde setemb…;;
2020-10-13 23:45:14;1148388888169369602;opressor_es;RT @RenovaMidia: O Ibovespa, principal índice da bolsa de valores do #Brasil, fechou acima dos 98 mil pontos pela primeira vez desde setemb…;;
2020-10-13 23:45:02;1388402174;RenovaMidia;"O Ibovespa, principal índice da bolsa de valores do #Brasil, fechou acima dos 98 mil pontos pela primeira vez desde setembro. 

Confira outras notícias neste ""Giro dos Investidores"".

https://t.co/91oL2OhiTO";;
2020-10-13 23:44:15;1113427008749473792;valessc1;Assalto ao Banco Central, filmaço https://t.co/aI6gWYOrVB;;
2020-10-13 23:44:04;1101936343909875718;napofastarss;RT @BTScene_BR: [✨] • 📰 | A K-Media diz que a BigHit irá fazer uma cerimônia para a listagem de seu IPO na Bolsa de Valores da Coréia às 8:…;;
2020-10-13 23:43:41;43943947;cauesm;"@mserrano Isso é para as pessoas usarem menos dinheiro e o banco central rastrear dinheiro junto as empresas.
Pessoa jurídica vai pagar pela transação, mas dizem ser menor que cartão";14074577;mserrano
2020-10-13 23:42:55;1263522038;DeVessecch;RT @g1: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de R$ 200 de circulação https://t.co/5FfTrHAolw #G1 http…;;
2020-10-13 23:42:47;1134861672718438400;frodo_jospin;"@XeuleBot @CarlosNunes1983 Nota de R$ 200: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de circulação | Distrito Federal | G1 https://t.co/y7dnTkAhaU

@XeuleBot";1251625471659425792;XeuleBot
2020-10-13 23:42:19;234366165;tiau_e_fodas;Você quer ser rico fácil? Quer ganhar 44 mil por mês só investindo na bolsa de valores? Então clique no link abaixo e assine meu curso por R$6,90 mensal que te passo a minha fórmula.;;
2020-10-13 23:42:03;42324435;darcioalbano;@clubedopairico Esse exercício não lancei minhas calls esperando a alta que não veio...mas vou ter que rolar as puts para não ser exercido.... mas mesmo assim esta dando uma rentabilidade boa...🙌🏻;28547040;clubedopairico
2020-10-13 23:41:25;1211102160399679489;spin64779100;"Foram incompetente ate na criação da nota de R$200

Não acerta uma @jairbolsonaro?

https://t.co/CXXIgJCkSs

#AnulaSTF";;
2020-10-13 23:41:14;95419833;gutgot;RT @gutgot: @GuilhermeBoulos E a república arrecada 2 trilhões e meio de reais no ano. Nem os políticos conseguem gastar esse dinheiro todo…;;
2020-10-13 23:40:50;21310536;lucianot;"RT @magnetis: Temos novidades! 🚀

Além da #rentabilidade das Carteiras Magnetis, no nosso relatório mensal você encontra #novidades do merc…";;
2020-10-13 23:40:31;1095338713054244866;klebergoes8;"Só esperando o Real Chop entrar na bolsa de valores para eu comprar 51% das ações.

Mais uma vitória na conta do Real Chop https://t.co/jWxym0RKU2";;
2020-10-13 23:40:19;713772147194335232;augusto7_cesar;RT @enioverri: O MPF e o CNMP foram humilhados pelo procurador Deltan Dallagnol. Ele expôs, também, o Judiciário, especulando  nomes de juí…;;
2020-10-13 23:39:38;57460014;CharlesGamboa;Pegando pra aprender a fundo esse lance de investimento em renda variável. Um passo de cada vez;;
2020-10-13 23:39:15;176859552;TrudaOceans;"RT @danieljosebr: 💸 Déficit do Setor Público no 🇧🇷 (em R$ bilhões):

De 2014 até 2019: 580,2
Apenas em 2020: 891,1

📈💰Aumento da Dívida Púb…";;
2020-10-13 23:39:10;3020788774;gabriellegonau1;RT @BTScene_BR: [✨] • 📰 | A K-Media diz que a BigHit irá fazer uma cerimônia para a listagem de seu IPO na Bolsa de Valores da Coréia às 8:…;;
2020-10-13 23:38:48;1626472812;agda_campanha;RT @g1: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de R$ 200 de circulação https://t.co/5FfTrHAolw #G1 http…;;
2020-10-13 23:37:39;1304791955507904512;BTSBEALBUM_;RT @BTScene_BR: [✨] • 📰 | A K-Media diz que a BigHit irá fazer uma cerimônia para a listagem de seu IPO na Bolsa de Valores da Coréia às 8:…;;
2020-10-13 23:37:26;726617444;paulowhyy;RT @g1: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de R$ 200 de circulação https://t.co/5FfTrHAolw #G1 http…;;
2020-10-13 23:37:12;1144066514187894785;GabsVagabs;RT @g1: Defensoria Pública recorre à Justiça para que Banco Central retire cédulas de R$ 200 de circulação https://t.co/5FfTrHAolw #G1 http…;;
2020-10-13 23:36:29;1139611752;alemachadosreal;Quando se diz que Brasil não é pra amadores é sobre isso aqui. #AcordaBrasil https://t.co/rDysVpfK9w;;
