data;usuario;nome;tweet;reply_user_id;reply_to_screen_name;n_retweets
2020-10-24 23:59:17;3398421737;drosmarguedes;RT @israel_massa: Via Varejo deve voltar ao azul no 3º tri, com lucro líquido de R$ 99 milhões, diz Itaú BBA | Empresas | Valor Investe htt…;;;34
2020-10-24 23:58:42;50278786;sergiosanita;RT @israel_massa: Via Varejo deve voltar ao azul no 3º tri, com lucro líquido de R$ 99 milhões, diz Itaú BBA | Empresas | Valor Investe htt…;;;34
2020-10-24 23:58:21;866398193197752320;aimcmoreira;"@a_postagem BRASIL VENDIDO E COMPLETAMENTE LIQUIDADO
Lei do Primeiro Emprego e independência do BANCO CENTRAL podem ser votadas no Senado 
O presidente do Senado Federal, Davi Alcolumbre (DEM/AP), poderá colocar em votação pelo sistema remoto o PL 5228/2019
https://t.co/OK6RsJDeSH";790057461134848001;a_postagem;0
2020-10-24 23:57:52;1264055307174662144;CarolLi29188094;RT @hilde_angel: Como é que é, companheiros? Vão entregar o Banco Central, o dinheiro do Brasil, aa alcateia de bichos papões das finanças?…;;;181
2020-10-24 23:56:50;866398193197752320;aimcmoreira;"@sulvinteum BRASIL VENDIDO E COMPLETAMENTE LIQUIDADO
Lei do Primeiro Emprego e independência do BANCO CENTRAL podem ser votadas no Senado 
O presidente do Senado Federal, Davi Alcolumbre (DEM/AP), poderá colocar em votação pelo sistema remoto o PL 5228/2019
https://t.co/OK6RsJDeSH";140810916;sulvinteum;0
2020-10-24 23:56:21;866398193197752320;aimcmoreira;"@PauloPamplona5 @ConversaAfiada @a_postagem BRASIL VENDIDO E COMPLETAMENTE LIQUIDADO
Lei do Primeiro Emprego e independência do BANCO CENTRAL podem ser votadas no Senado 
O presidente do Senado Federal, Davi Alcolumbre (DEM/AP), poderá colocar em votação pelo sistema remoto o PL 5228/2019
https://t.co/OK6RsJDeSH";866398193197752320;aimcmoreira;0
2020-10-24 23:56:12;3406534377;SergioMagrello;RT @Geopizzza: Em 40 anos de exploração colonial, a Companhia das Índias Ocidentais e Orientais Holandesa faturou 10 trilhões de dólares -…;;;8
2020-10-24 23:56:03;866398193197752320;aimcmoreira;"@esmaelmorais BRASIL VENDIDO E COMPLETAMENTE LIQUIDADO
Lei do Primeiro Emprego e independência do BANCO CENTRAL podem ser votadas no Senado 
O presidente do Senado Federal, Davi Alcolumbre (DEM/AP), poderá colocar em votação pelo sistema remoto o PL 5228/2019
https://t.co/OK6RsJDeSH";19657485;esmaelmorais;0
2020-10-24 23:55:32;200647351;PaulaN_A;"varios anos e nunca tive um milhão de reais na vida, e vcs?

pronto agora só esperar dm do banco central https://t.co/GmpZ0ePtjY";;;0
2020-10-24 23:55:06;856414736308744192;Arroz__15;"RT @nathfinancas: Não temos só Investimentos no tesouro direto em renda fixa não! Temos outros! 

N fique desesperada(o) deixa seu dinheiro…";;;85
