data;usuario;nome;tweet;reply_user_id;reply_to_screen_name;n_retweets
2020-10-17 23:58:48;1035301801053102080;SimoneV22035445;RT @SidneyTrump: Armínio Fraga, ex-Banco Central do FHC e ex-funcionário de George Soros, e Beatriz Bracher, do Banco Itaú e herdeiros de W…;;;122
2020-10-17 23:56:32;1317291829822431232;tudodefinancas;"PIX: O que é e como afeta sua vida?

O PIX é um novo meio de pagamento e transferências instantâneo, desenvolvido pelo Banco Central, que visa trazer praticidade para o dia a dia das pessoas e empresas.

Veja mais👇

#dinheiro #PIX #Finance #finanças

https://t.co/dNDT4EaNeq";;;0
2020-10-17 23:51:10;2326184845;NovoLauropro;"@oliberal ""Com crise, Banco Central já anunciou R$ 1,2 trilhão em recursos para bancos
Os recursos têm como objetivo manter a liquidez no sistema"" https://t.co/gsmPSp3sB1";53170567;oliberal;0
2020-10-17 23:50:10;2326184845;NovoLauropro;"@Estadao @KarlaVa32508121 @GuilhermeBoulos ""Com crise, Banco Central já anunciou R$ 1,2 trilhão em recursos para bancos
Os recursos têm como objetivo manter a liquidez no sistema"" https://t.co/gsmPSp3sB1";9317502;Estadao;0
2020-10-17 23:49:23;2326184845;NovoLauropro;"@xicosa @gravidadedalua ""Com crise, Banco Central já anunciou R$ 1,2 trilhão em recursos para bancos
Os recursos têm como objetivo manter a liquidez no sistema"" https://t.co/gsmPSp3sB1";45447020;xicosa;0
2020-10-17 23:49:07;1257073337450274816;tadeu_jardim;RT @SidneyTrump: Armínio Fraga, ex-Banco Central do FHC e ex-funcionário de George Soros, e Beatriz Bracher, do Banco Itaú e herdeiros de W…;;;122
2020-10-17 23:49:06;2326184845;NovoLauropro;"@89nuncamais @CerqueiraCiro @PTnoSenado ""Com crise, Banco Central já anunciou R$ 1,2 trilhão em recursos para bancos
Os recursos têm como objetivo manter a liquidez no sistema"" https://t.co/gsmPSp3sB1";170498695;89nuncamais;3
2020-10-17 23:47:26;3355079289;direitaejustica;RT @SidneyTrump: Armínio Fraga, ex-Banco Central do FHC e ex-funcionário de George Soros, e Beatriz Bracher, do Banco Itaú e herdeiros de W…;;;122
2020-10-17 23:46:27;955780015811190784;pjjjgfc;"RT @NAMJOONING_jpg: Pra mim é de cair o C* da bunda ver ""armys"" desejando a falência da bh, vendo que isso iria afetar diretamente o BTS, s…";;;385
2020-10-17 23:46:23;1138153876232835072;Claudia80094447;RT @SidneyTrump: Armínio Fraga, ex-Banco Central do FHC e ex-funcionário de George Soros, e Beatriz Bracher, do Banco Itaú e herdeiros de W…;;;122
2020-10-17 23:45:57;1135205866821619713;AguinaldoPetrin;RT @SidneyTrump: Armínio Fraga, ex-Banco Central do FHC e ex-funcionário de George Soros, e Beatriz Bracher, do Banco Itaú e herdeiros de W…;;;122
2020-10-17 23:45:40;1312641914605371392;Storm57505452;RT @LucianoHuck: É o presidente do Banco Central quem adverte: a atual política ambiental do país está afastando os investimentos. Ninguém…;;;207
2020-10-17 23:44:58;202756750;avalengajr;RT @SidneyTrump: Armínio Fraga, ex-Banco Central do FHC e ex-funcionário de George Soros, e Beatriz Bracher, do Banco Itaú e herdeiros de W…;;;122
2020-10-17 23:44:16;1110137806934937601;Antonsilv1;RT @SidneyTrump: Armínio Fraga, ex-Banco Central do FHC e ex-funcionário de George Soros, e Beatriz Bracher, do Banco Itaú e herdeiros de W…;;;122
2020-10-17 23:43:55;1181294260517244929;aquarinho_;"RT @nonoinvestidor: JOVENS: VOU ENSINAR BOLSA DE VALORES PARA VOCÊS:

- SE VC INVESTIR R$ 100,00 NA AÇÃO LIXO3; ELA VAI SUBIR P/ R$ 101,50…";;;41
2020-10-17 23:40:51;4860384371;vgctvit;Queria uma amizade sincera pra conversar comigo sobre bolsa de valores , ações , investimentos , contas poupança e afins;;;0
2020-10-17 23:37:11;917601371452518400;SidneyTrump;"Armínio Fraga, ex-Banco Central do FHC e ex-funcionário de George Soros, e Beatriz Bracher, do Banco Itaú e herdeiros de Walther Salles, donos do Unibanco, é a família mais rica do Brasil por produzir 85% do nióbio do mundo, doam dinheiro para o PSOL.
Entendedores entenderão.";;;122
2020-10-17 23:36:41;167851509;humbertojosp;@nonoinvestidor Por isso que o IBOV está lateral há um tempo, só empata rs;625192155;nonoinvestidor;0
2020-10-17 23:35:29;303312889;lhgscremin;"RT @RafaelPaschoare: Mostre para seu amigo que aceita bovinamente o discurso que é necessário aumentar impostos:

===&gt; O LL das empresas do…";;;16
2020-10-17 23:32:26;91443022;IvanBorgges;RT @agoracorretora: Seja renda fixa, renda variável ou multimercado, fundos de investimento são os caminhos indicados para quem busca mais…;;;31
2020-10-17 23:31:31;987891864622784512;AvellarBianca;@gui_iah @macunaimaz @ath1abalba @ssocorrosantoss @patricialenz49 @PatyLaCosta2 @_Bel28 @_claudia2020 @Juliana_Ayumi1 @Poolwww1 @EdinhoPG12 Hahahahahaha essa parte vou ter q deixar em branco! Ainda não vi vantagem nesse tipo d aplicação!! Fundo sem rentabilidade e d alto risco! 😂😂😂😂😂😂 https://t.co/ZeA2Xw1aIa;1139410929567715328;gui_iah;0
2020-10-17 23:30:11;1296812993175605248;diogodemarchi4;@Economesteter @ygor_sanches eu tomo se o ibov falar para eu tomar, só sigo o ibov.;948357808600338432;Economesteter;0
2020-10-17 23:23:18;1308477980579180544;antoniazzilu2;@portalprior Kkkkkkkkk roubo até o banco central, pra apostar tudo em vc ♥️♥️♥️;3302025423;portalprior;0
2020-10-17 23:22:59;1265798044597043201;Carteiralongopr;"-MXRF11- Valor da Cota R$:10,61

Proventos mensal: 0,07 

1 cota = 0,07 

152 cotas = 10,64 - 1 cota a mais por mês 

14.929 cotas = 1 salário mínimo por mês de renda passiva.

O segredo da bolsa de valores, é a paciência de acumular mais ativos pagadores de proventos.";;;0
2020-10-17 23:22:36;1145403265275838465;bugaloo83822448;RT @cappellarianton: fmi avisa banco central que não há receita mágica para o brasil recuperar a não ser endividando os cofres públicos,por…;;;4
2020-10-17 23:21:28;1109878039888973825;guiduartee1;"se tivesse como colocar dinheiro nela na bolsa de valores...

free money";1109878039888973825;guiduartee1;0
2020-10-17 23:18:20;67962408;leanderdulac;"RT @nonoinvestidor: JOVENS: VOU ENSINAR BOLSA DE VALORES PARA VOCÊS:

- SE VC INVESTIR R$ 100,00 NA AÇÃO LIXO3; ELA VAI SUBIR P/ R$ 101,50…";;;41
2020-10-17 23:18:18;1201471945973338113;freiredanilo09;RT @CamiloSantanaCE: O Ceará continua apresentando retomada do crescimento da economia acima da média no Nordeste e do País, segundo dados…;;;49
2020-10-17 23:12:07;355474669;ojgallo;RT @CamiloSantanaCE: O Ceará continua apresentando retomada do crescimento da economia acima da média no Nordeste e do País, segundo dados…;;;49
2020-10-17 23:08:03;1001554502628134914;leonardodahi;Grêmio traz o ponta Luiz Fernando pra jogar na vaga do centroavante Diego Souza, expulso contra o Botafogo, e aposta em Isaque na sua função de origem, como meia central. Robinho e Lucas Silva no banco. https://t.co/KFCAsE23b4;1001554502628134914;leonardodahi;0
2020-10-17 23:06:02;939545390558441479;MeloRosaliana;"RT @BTSxBRAZIL: 🎥 A entrada oficial da Bighit na bolsa de valores sul coreana foi assunto do @jornalhoje (Rede Globo).

No final da reporta…";;;494
2020-10-17 23:00:25;390856834;razzendres;"RT @oan_max_ik: 🇧🇷🏴‍☠️TRISTES TRÓPICOS NEOLIBERAIS🇧🇷🏴‍☠️
The Podesta Emails - Os Golpistas não contavam: O Protecionismo de Donald Trump...…";;;2
2020-10-17 22:56:02;22553949;lsatan;"RT @micronucleo: @lsatan @orient_marxista acho q o problema lá não é a falta de conhecimento do socialismo, mas o amor pelo liberalismo
fez…";;;1
2020-10-17 22:54:01;1305734628116963329;felipem87802371;@OcidenteF Kogos, o banco Central quer destruir as maquininhas de passar cartão. Fale sobre esta MERDA que é o PIX;1273223009843716098;OcidenteF;0
2020-10-17 22:45:50;1037410927757467648;JulianoSilva73;"RT @Small__Caps: Leitura e sentimento de mercado.

Há 20 anos, em agosto, iniciei os investimentos diretamente na bolsa de valores. De lá p…";;;65
2020-10-17 22:38:40;1094310391788785664;wheeindancer;"RT @Univers_Bangtan: [🎥] MULTIMILIONÁRIOS DA MÚSICA

O @jornalhoje da Rede Globo, anunciou que a Big Hit abriu capital na bolsa de valores…";;;671
2020-10-17 22:37:02;1020780050420060161;CecilMarcil;RT @cappellarianton: fmi avisa banco central que não há receita mágica para o brasil recuperar a não ser endividando os cofres públicos,por…;;;4
2020-10-17 22:36:19;825110643976069120;renan_gfreitas;"RT @Small__Caps: Leitura e sentimento de mercado.

Há 20 anos, em agosto, iniciei os investimentos diretamente na bolsa de valores. De lá p…";;;65
2020-10-17 22:36:12;1034469869973057536;Dhafneh;RT @cappellarianton: para castigar os bozomínios o governo militar bolsonaro não conseguiu fazer nada daquilo que prometeu,fmi veio ao banc…;;;5
2020-10-17 22:34:23;1266823173699506178;Elon__Mosquito;@paulogala @remindmetweets Eu tambem estou fora, nao é possivel um negocio subir tanto mais do que o ibov assim... Deve ser uma piramide isso, logo logo vai virar pó! https://t.co/nJHIoRmycZ;1257413700312535043;paulogala;0
2020-10-17 22:33:40;1284547091029725186;soueupora1;"@marydattebane é um cara que finge vender a fórmula mágica para atuar na bolsa de valores e ficar rico com isso
mas ele é um golpista de milésima categoria que é tão bom em mentir quanto uma criança kkk";918349259514228736;marydattebane;0
2020-10-17 22:31:22;967437384135692288;Simonefilo;RT @cappellarianton: fmi avisa banco central que não há receita mágica para o brasil recuperar a não ser endividando os cofres públicos,por…;;;4
2020-10-17 22:30:12;972449009037168641;RangelNilo;@nonoinvestidor Nonô ganhou muito em ações na época do IBOV 24K;625192155;nonoinvestidor;0
2020-10-17 22:27:57;137545998;cappellarianton;fmi avisa banco central que não há receita mágica para o brasil recuperar a não ser endividando os cofres públicos,por baixo dos panos bolsonaro fabrica dinheiro e vende títulos públicos,terá que pagar auxílio emergencial pelo menos mais um ano,sem criar empregos não há saída;;;4
2020-10-17 22:19:41;137545998;cappellarianton;RT @cappellarianton: para castigar os bozomínios o governo militar bolsonaro não conseguiu fazer nada daquilo que prometeu,fmi veio ao banc…;;;5
2020-10-17 22:18:19;137545998;cappellarianton;RT @cappellarianton: fmi entra em contato com o banco central e indica que mundialmente os estados terão que segurar os países, fora a chin…;;;5
2020-10-17 22:12:57;1144050082209304576;BelemJameson;RT @CamiloSantanaCE: O Ceará continua apresentando retomada do crescimento da economia acima da média no Nordeste e do País, segundo dados…;;;49
2020-10-17 22:12:56;1254210422166753282;makinistadotrem;"minha ""vida amorosa"" parece bolsa de valores";;;0
2020-10-17 22:12:34;1285740809338445824;ValorEDL;"Já tinha passado da hora de olharem para os frigoríficos. IBOV -4,45% e ValorEDL +9,20% em 13 semanas, 13,65% acima do benchmark. De 19/10 a 23/10:
BAZA3 - 18%
MRFG3 - 25%
SMLS3 - 8%
BNBR3 - 8%
JBSS3 - 9%
BGIP4 - 7%
PETR4- 6%
SAPR11 - 6%
CLSC4 - 7%
TESA3 - 6% https://t.co/hJu0Qm1u5s";;;0
2020-10-17 22:07:54;713334555533578240;victorgranja95;RT @hbredda: 10. Uma outra forma de se olhar o ibov em prazos longos no Brasil é em moeda local ajustada pela inflação. Veja o ibov em dóla…;;;23
2020-10-17 22:07:40;1227704439416422401;MariaGo54236649;RT @RuiGouveia82: Voos com partida de Lisboa com menor rentabilidade que do Porto. A TAP vai resolver isso da forma habitual, fecha as rota…;;;2
2020-10-17 22:07:32;713334555533578240;victorgranja95;RT @hbredda: 11. Como no Brasil temos muitos problemas nos índices econômicos, um deles o de serem muito jovens, como por exemplo o Real de…;;;10
2020-10-17 22:06:13;1167847834177155072;toimdonato;@jamportugal10 @erikakokay Imagino que seja ensinando como tirar 10 milhões de pessoas da pobreza. Deve ser ensinando como deixar R$ 2 trilhões (valores atualizados ao dolar de hj) como reservas internacionais. Deve ser ensinando sobre todos os programas q Bozo esta so copiando como  MCMV, Bolsa Familia;1308901808367194118;jamportugal10;0
2020-10-17 22:05:41;53130485;sebraepe;"#Pix: saiba mais sobre esta solução digital do Banco Central. 
Confira no #PodCastSebrae: https://t.co/kaefICoGgx 

#SebraePeloBrasil https://t.co/9TM5K7kZPO";;;0
2020-10-17 22:05:19;857345555521032193;ronyrossi425;@Tiagogreis Da um desconto na Suno internacional pra que já assina renda variável?;2428055045;Tiagogreis;0
2020-10-17 22:05:11;1078728815298441217;OsmarTerrap;"Ministério da Defesa - filho 04
Agricultura, Pecuária e Abastecimento - qlquer grileiro ai
Banco Central - Filho do Mourão 😉
CGU - Senador do cofrinho
AGU - Mendonça

Os q faltaram dividia c metade família e metade centrão";1078728815298441217;OsmarTerrap;0
2020-10-17 22:04:25;165064183;Rommeldj;"CARTELA DE 10 REAIS DE POLÍMERO COM A ESCRITA PEDRO A.CABRAL - ORIGINAL DO BANCO CENTRAL DO BRASIL 🇧🇷 

VALOR : R$ 120 + FRETE em Belém, Brazil https://t.co/aaMrpxpFaE";;;0
2020-10-17 22:02:56;25503983;acionistacombr;A presidente do Banco Central Europeu (BCE), Christine Lagarde, afirmou nesta segunda-feira, 12, que a autoridade monetária está “seriamente” estudando a possibilidade de emitir uma moeda digital. https://t.co/VxHPo1qSPR;;;0
2020-10-17 22:02:41;31446552;cfialdini;@LocalMotion69 Muito forte entre 4 e 5 ,mas vejo ibov caindo até janeiro fev. e forte . Apesar de ser um papel sem peso no índice,com ibov caindo ,aumenta chance de qualquer papel cair. Passando o 4 ,vai ser difícil escapar do 2,15. Mas, dai é usar um set up na entrada e colocar stop curto.;790686102726307841;LocalMotion69;0
2020-10-17 21:59:26;145695327;MalenaHC;RT @EdileudaRego: Notícia fresquinha no Guardian. Espero que o Banco Central fabrique uma nota de 200 reais em forma de supositório. Vai fa…;;;1
2020-10-17 21:59:10;15334507;jhvaranda;"@gutenbergn Gutenberg, de onde você tirou estes números?

Considerou que as séries dos ativos são ajustadas após dividendos para não absorverem os saltos na data ex?

Suspeito que tenha computado os dividendos duplamente nestas séries, não?

Inclusive, o IBOV é um índice Total Return...";244713108;gutenbergn;0
2020-10-17 21:59:02;127320459;RodrigoBonheur;@juariza @celsodossi com o Pix o Banco Central e a Receita Federal vão mapear todo o dinheiro, até as pequenas transações, que as vezes não batem no fisco! Agora menos a família Bolsonaro que só anda com dinheiro vivo, e os amigos com dinheiro vivo na cueca! #Pix #Bolsonaro https://t.co/bCgt0faH9Z;39867812;juariza;0
2020-10-17 21:57:34;2891256336;micronucleo;"@lsatan @orient_marxista acho q o problema lá não é a falta de conhecimento do socialismo, mas o amor pelo liberalismo
fez vídeo patrocinado pela bolsa de valores , vomitando hayek e etc. https://t.co/AlwIMdjV3K";22553949;lsatan;1
2020-10-17 21:56:26;1198228833515769857;AndreAlcantaraz;@menosplay E eu nem acho que seja uma mudança fácil, porque é difícil disputar espaço com outros meios (rentabilidade). É um dilema bem fodido, que obviamente tá ligado com a crise no jornalismo etc.;1198228833515769857;AndreAlcantaraz;0
