data;usuario;nome;tweet;reply_user_id;reply_to_screen_name;n_retweets
2020-10-31 23:59:54;4835151070;Clau20164;DE OLHO NA PROFECIA! O PRIMEIRO BANCO CENTRAL DO MUNDO A OPERAR BITCOIN. https://t.co/U1QvhV8m1A via @YouTube;;;0
2020-10-31 23:58:54;81700025;mlvillasboas;@Haddad_Fernando @LuciaNu64118270 VC PROPÔS INDEPENDÊNCIA DO BC EM SUA CAMPANHA... SEU SAFADO MENTIROSO... https://t.co/w1FbbBZl4W;354095556;Haddad_Fernando;0
2020-10-31 23:56:52;1267259501280976899;pagador_de;@RodrigoMaia Vai se retratar pela asneira que falou? Essas palavras contra o presidente do Banco Central não poderiam ter saído de um presidente da Câmara. O Brasil tem vergonha desse tipo de atitude.;35260027;RodrigoMaia;0
2020-10-31 23:55:46;1202768129333567488;OproprioTarkin;"A moda agora dos caras é pagar de nacionalista.

Autonomia/independência do banco central é coisa de psicopata que quer por o país na mão de 15 ((((banqueiros)))) seria praticamente o STF da economia https://t.co/cQmItwNuh3 https://t.co/z208tsNgmS";;;0
2020-10-31 23:55:33;351984795;Dayse87;RT @Haddad_Fernando: Nesse artigo defendo a manutenção do modelo de BC que vigorou durante todo o governo Lula, contra o projeto bolsonaris…;;;201
2020-10-31 23:55:24;1080204266;leandrabarbos;bizarooo ver que não temos o mínimo de educação financeira. Eu to aprendendo sobre investimento na bolsa de valores do exterior, e quando falo isso com minhas amigas, elas não fazem ideia do que se trata. É isso o que o sistema mais quer;;;0
2020-10-31 23:54:26;731648212713541632;Temerrosa;"@Mtricardo1974 @Haddad_Fernando Banco Central não é estatal! 
Mais um otário formado pelo Whatsapp de Olavo de Carvalho e do MBL.";1082787166093299725;Mtricardo1974;0
2020-10-31 23:52:59;1618829256;Catching_Trends;8/12 A partir daí o preço subiu na onda de alta do IBOV e, como todos os papéis, desabou na COVID-19. Neste fundo ancorei outra vwap, que nos traz a média ponderada pelo volume dos negócios a partir dali.;1618829256;Catching_Trends;0
2020-10-31 23:52:59;1546582380;MMunhoz00;RT @senadorhumberto: Em artigo publicado hoje na Folha, Fernando Haddad criticou a proposta de independência do Banco Central, feita por Pa…;;;120
2020-10-31 23:51:20;2600362639;cornelioalencar;RT @PTnoSenado: O Conselho Monetário Nacional autorizou que o Tesouro utilize R$ 325 bi dos R$ 500 bi do lucro cambial das reservas interna…;;;68
2020-10-31 23:51:11;2800888529;carlosmouramelo;"RT @arte_prima: Caso AUTONOMIA do Banco Central seja aprovada p/Congresso Nacional 

LESA-PÁTRIA, 

Estará cumprida +1 das importantes MISS…";;;14
2020-10-31 23:50:49;3118637224;jose_osterno;RT @ROBSON_LEITE: Belo artigo do querido Professor @Haddad_Fernando. Uma crítica precisa, contundente e que nos faz sentir saudade daquilo…;;;7
2020-10-31 23:50:33;1296572220085612544;nanainvestidora;@girolokod @Hugoflq83 Concordo com vc, passando essa vol, eleições americanas, terminando o lockdown na europa, vai ser abrir um gap insano de alta... n duvido que o ibov chegue a 110k até 31 de Dezembro;1232681423695437824;girolokod;0
2020-10-31 23:49:42;1240015865036378113;MrciaR6;"RT @ZazaS_: BC informa que déficit primário de R$64,5 bilhões foi o menor desde março
Informação é de Fernando Rocha, chefe do Departamento…";;;1
2020-10-31 23:48:44;2800888529;carlosmouramelo;RT @pgiolli: A gente vê que não tem futuro como nação  quando entra no tuiter e vê que o assunto mais comentado e a porra do presidente de…;;;13
2020-10-31 23:48:36;960148879915274241;marcelo29154766;RT @Haddad_Fernando: Nesse artigo defendo a manutenção do modelo de BC que vigorou durante todo o governo Lula, contra o projeto bolsonaris…;;;201
2020-10-31 23:48:33;1199862336229646337;Felipe_DP76;@Fabinhoneiva @fehenri_ @OlharVascaino @danillobento Se eu tenho 5 milhões, todo mês estaria ganhando uma nota de rentabilidade. Se eu empato num clube falido, sem nenhuma garantia de q vou receber, e cobro ZERO DE JUROS, todo o juros q poderia ser obtido foi simplesmente dado para o Vasco, q deixou de pagar isso num banco.;1199862336229646337;Felipe_DP76;0
2020-10-31 23:47:02;1199862336229646337;Felipe_DP76;@Fabinhoneiva @fehenri_ @OlharVascaino @danillobento Qual a dificuldade de entender custo de oportunidade? Se ele obtém, sem risco ou com risco baixo, rentabilidade em mercado, no mínimo, para dizer o mínimo, está dando para o Vasco toda a rentabilidade que obteria em mercado. Se é bom, pq Leven não faz?;210106908;Fabinhoneiva;0
2020-10-31 23:46:59;1246512247561760768;Romilda65467809;"RT @nelsonpaffi: Nhonho dizendo que o presidente do Banco Central não está à altura do cargo.
Nhonho, chileno de nascimento, com apenas 74.…";;;592
2020-10-31 23:46:35;1022721313847357441;gustavobsales1;RT @DataInsper: Sob a orientação de Pedro Henrique Castro e Diogo Guillen - ambos da Itaú Asset - o projeto de finanças tem como objetivo a…;;;2
2020-10-31 23:45:57;58849144;AldoNunes57;RT @PTnoSenado: O Conselho Monetário Nacional autorizou que o Tesouro utilize R$ 325 bi dos R$ 500 bi do lucro cambial das reservas interna…;;;68
2020-10-31 23:45:52;1309746651008036864;AdrianoKeynes;RT @ptbrasil: Em sua coluna desta semana, Fernando Haddad fala sobre as últimas teorias absurdas e desculpas do Ministro da Economia para j…;;;30
2020-10-31 23:45:15;2370884887;Bruno_Bregola;RT @DataInsper: Sob a orientação de Pedro Henrique Castro e Diogo Guillen - ambos da Itaú Asset - o projeto de finanças tem como objetivo a…;;;2
2020-10-31 23:44:56;1279882330275024901;DataInsper;Sob a orientação de Pedro Henrique Castro e Diogo Guillen - ambos da Itaú Asset - o projeto de finanças tem como objetivo a construção de um modelo preditivo que consiga prever quebras estruturais de tendência em ativos financeiros, afim de melhorar o desempenho e rentabilidade. https://t.co/fRaWkeBQcf;;;2
2020-10-31 23:44:05;58583772;Quimreis;RT @PTnoSenado: O Conselho Monetário Nacional autorizou que o Tesouro utilize R$ 325 bi dos R$ 500 bi do lucro cambial das reservas interna…;;;68
2020-10-31 23:43:59;1244051707702771712;AndrezzaSb;RT @Haddad_Fernando: Nesse artigo defendo a manutenção do modelo de BC que vigorou durante todo o governo Lula, contra o projeto bolsonaris…;;;201
2020-10-31 23:43:09;133567344;GMChacon;RT @senadorhumberto: Em artigo publicado hoje na Folha, Fernando Haddad criticou a proposta de independência do Banco Central, feita por Pa…;;;120
2020-10-31 23:42:08;981684422255751168;ERICCURTISDRAVE;RT @Haddad_Fernando: Nesse artigo defendo a manutenção do modelo de BC que vigorou durante todo o governo Lula, contra o projeto bolsonaris…;;;201
2020-10-31 23:42:03;288982501;joaolucioavotf;RT @EstevamReboucas: Haddad vê Guedes perdido e se coloca contra a independência do Banco Central https://t.co/3l3LCGNvOg;;;62
2020-10-31 23:41:52;58583772;Quimreis;RT @senadorhumberto: Em artigo publicado hoje na Folha, Fernando Haddad criticou a proposta de independência do Banco Central, feita por Pa…;;;120
2020-10-31 23:41:42;1237195554385510400;heracliocamargo;RT @EstevamReboucas: Haddad vê Guedes perdido e se coloca contra a independência do Banco Central https://t.co/3l3LCGNvOg;;;62
2020-10-31 23:41:10;1195122777763782663;Lakus78I;"EUA *tira seus investimentos na Bolsa de Valores chinesa*

China *desaba* https://t.co/QuRPe1bcak";;;0
2020-10-31 23:40:39;979545753118011392;Arlene17038318;RT @Haddad_Fernando: Nesse artigo defendo a manutenção do modelo de BC que vigorou durante todo o governo Lula, contra o projeto bolsonaris…;;;201
2020-10-31 23:40:23;866426597892657156;oxemariano;RT @Haddad_Fernando: Nesse artigo defendo a manutenção do modelo de BC que vigorou durante todo o governo Lula, contra o projeto bolsonaris…;;;201
